,id,leader,time,DTW
0,444,533.0,5.8,0.5792428927629787
1,444,533.0,10.8,0.2783530167504948
2,444,533.0,15.8,0.22421202689788258
3,444,533.0,20.8,0.21223558003303394
4,444,533.0,25.8,0.2819213002372954
5,444,533.0,30.8,0.12309356551469064
6,444,533.0,35.8,0.10536224474969208
7,444,533.0,40.8,0.1249059197448628
8,444,533.0,45.8,0.12687764740892923
9,444,533.0,50.8,0.1475330348863702
10,444,533.0,55.8,0.14608534464532455
11,444,533.0,60.8,0.5472578926900837
12,444,533.0,65.8,0.5056656039384093
13,444,533.0,70.8,0.4735630597431593
14,444,533.0,75.8,0.49356160009635874
15,444,533.0,80.8,0.4597740600935308
16,444,533.0,85.8,0.5474850378952427
17,444,533.0,90.8,0.9732839136754631
18,444,533.0,95.8,0.26003664415878
19,444,533.0,100.8,0.13293591089805723
20,444,533.0,105.8,0.16204096182202127
21,444,533.0,110.8,0.16056000173941049
22,444,533.0,115.8,0.15115866499841948
23,444,533.0,120.8,0.20106104757063312
24,444,533.0,125.8,0.18316647817996293
25,444,533.0,130.8,0.20679772183896833
26,444,533.0,135.8,0.20329305479304322
27,444,533.0,140.8,0.20014760302914777
28,444,533.0,145.8,0.1107356685199882
29,444,533.0,150.8,0.19255612161131425
30,444,533.0,155.8,0.1474511849458187
31,444,533.0,160.8,0.184449415927536
32,444,533.0,165.8,0.15548979275779493
33,444,533.0,170.8,0.13752971314405346
34,444,533.0,175.8,0.13629850222074744
35,444,533.0,180.8,0.15911309335546595
36,444,533.0,185.8,0.08961698578521313
37,444,533.0,190.8,0.07660673746990328
38,444,533.0,195.8,0.08018133821179899
39,444,533.0,200.8,0.047056871970091285
40,444,533.0,205.8,0.053083853962513985
41,444,533.0,210.8,0.23701564130877714
42,444,533.0,215.8,0.3038373563021748
43,444,533.0,220.8,0.3023089837218894
44,444,533.0,225.8,0.31692520839372007
45,444,533.0,230.8,0.30260692922947346
46,444,533.0,235.8,0.37099050760526103
47,444,533.0,240.8,0.2785704959344276
48,444,533.0,245.8,0.21774229462648612
49,444,533.0,250.8,0.2896713869106075
50,444,533.0,255.8,0.2958911440293651
51,444,533.0,260.8,0.2778467295748857
52,444,533.0,265.8,0.22052866337317126
53,444,533.0,270.8,0.1967465679421654
54,444,533.0,275.8,0.1909619346407596
55,444,533.0,280.8,0.17219691518542649
56,444,533.0,285.8,0.06141171221769516
57,444,533.0,290.8,0.1717564333056179
58,444,533.0,295.8,56.92306832468019
59,444,533.0,300.8,73.37974424363381
60,444,533.0,305.8,90.52939522045946
61,444,533.0,310.8,104.58550771152727
62,444,533.0,315.8,110.58688995510721
63,444,563.0,319.5,6.941910944334243
64,444,563.0,324.5,103.34068743579645
65,444,563.0,329.5,0.14861499174126455
66,444,563.0,334.5,0.17424488515007563
67,444,563.0,339.5,0.16578229200068256
68,444,563.0,344.5,0.13447577920569817
69,444,563.0,349.5,0.15348177542420272
70,444,563.0,354.5,0.11529019345665677
71,444,563.0,359.5,0.12291919278253162
72,444,563.0,364.5,0.09928458365085675
73,444,563.0,369.5,0.060779315755757894
74,444,563.0,374.5,0.07082291332220002
75,444,563.0,379.5,0.14387875456579333
76,444,563.0,384.5,0.15832933320415007
77,444,563.0,389.5,1.5619505973998016
78,444,563.0,394.5,2.9181225334586203
79,444,563.0,399.5,4.81429855534805
80,444,563.0,404.5,2.9385286149154264
81,444,563.0,409.5,0.3865547962420652
82,444,563.0,414.5,0.23225023351403623
83,444,563.0,419.5,0.11418202397443182
84,444,563.0,424.5,0.16339092638967448
85,444,563.0,429.5,0.11535630279552712
86,444,563.0,434.5,0.1520001794484533
87,444,563.0,439.5,0.14036455018416846
88,444,563.0,444.5,0.0960045828000045
89,444,563.0,449.5,0.08890437186831704
90,444,563.0,454.5,0.1499695706094764
91,444,563.0,459.5,0.09124771640358803
92,444,563.0,464.5,0.06702901034121078
93,444,563.0,469.5,0.015779186911742963
94,444,563.0,474.5,0.02273016030340219
95,444,563.0,479.5,0.002298737344082422
96,50012,444.0,5.0,0.6875335581652015
97,50012,444.0,10.0,0.7220639872822026
98,50012,444.0,15.0,1.0537325394978425
99,50012,444.0,20.0,0.29689991508248914
100,50012,444.0,25.0,0.34900125732776877
101,50012,444.0,30.0,0.20778112809952262
102,50012,444.0,35.0,0.23428336661725488
103,50012,444.0,40.0,0.6203459971752083
104,50012,444.0,45.0,0.500555964139687
105,50012,444.0,50.0,0.36215671221249224
106,50012,444.0,55.0,0.26561996529570386
107,50012,444.0,60.0,0.39964707255562437
108,50012,444.0,65.0,0.6300045260739068
109,50012,444.0,70.0,0.6565818213749541
110,50012,444.0,75.0,2.765901645713676
111,50012,444.0,80.0,2.4175294934302616
112,50012,444.0,85.0,2.502989207928381
113,50012,444.0,90.0,2.124649014412287
114,50012,444.0,95.0,2.077678403718251
115,50012,444.0,100.0,2.1481291156581923
116,50012,444.0,105.0,0.9737830303620305
117,50012,444.0,110.0,1.1496584771272178
118,50012,444.0,115.0,0.8512112736470185
119,50012,444.0,120.0,0.8368037045794104
120,50012,444.0,125.0,0.9116631522486222
121,50012,444.0,130.0,0.8251933539279671
122,50012,444.0,135.0,0.4363523642572796
123,50012,444.0,140.0,0.8243123159437318
124,50012,444.0,145.0,0.6890284795245046
125,50012,444.0,150.0,1.174700514869581
126,50012,444.0,155.0,1.5301278955983104
127,50012,444.0,160.0,0.9557998938475643
128,50012,444.0,165.0,0.8081322408070865
129,50012,444.0,170.0,1.3071902188423763
130,50012,444.0,175.0,0.678118729297569
