,id,leader,time,DTW
0,190,659.0,41.8,1.6815992993536018
1,190,659.0,46.8,0.7348861732311446
2,143,190.0,38.1,50.82811328519479
3,143,645.0,40.0,0.5782942058467267
4,143,645.0,45.0,0.24725740162517557
5,143,645.0,50.0,0.23480474449174057
6,377,143.0,38.1,0.10445981926757972
7,377,143.0,43.1,0.10440461905219768
8,377,143.0,48.1,0.19942171319806776
9,377,143.0,53.1,0.13866957009946948
10,377,190.0,34.3,629.9269322539698
11,377,322.0,17.8,548.3616207921901
12,377,322.0,22.8,541.9978699854304
13,377,297.0,23.6,578.5841061105773
14,485,377.0,33.2,568.0590391255653
15,485,377.0,38.2,37.44046981574907
16,485,217.0,39.6,1.3888908660579673
17,485,299.0,40.0,1.6279774108815062
18,485,299.0,45.0,1.968589237968642
19,485,318.0,45.7,0.6881506644642427
20,485,318.0,50.7,0.6882558471026613
21,485,318.0,55.7,0.7361942450481641
22,485,462.0,25.9,778.6670710523763
23,485,462.0,30.9,729.8147382242768
24,541,485.0,37.5,137.83519625293584
25,541,358.0,42.6,2.254914354129246
26,541,390.0,46.1,1.5562585202194372
27,541,390.0,51.1,1.5114874463001458
28,541,390.0,56.1,1.308325460208837
29,541,423.0,48.7,0.40340416850064115
30,541,423.0,53.7,0.22374944697295873
31,541,513.0,31.4,664.5810711292834
32,541,513.0,36.4,628.4477618515361
33,248,391.0,18.9,39.4413005053614
34,248,391.0,23.9,64.14666547518854
35,248,391.0,28.9,58.18252129477717
36,248,391.0,33.9,150.1662947798651
37,248,391.0,38.9,187.40674642416505
38,248,391.0,43.9,0.2668686653624538
39,283,248.0,17.0,26.07711851516599
40,283,248.0,22.0,292.321225045137
41,283,248.0,27.0,32.434112528320945
42,283,248.0,32.0,33.04110291785514
43,283,248.0,37.0,119.35688355445578
44,532,283.0,30.5,143.8300534658843
45,532,283.0,35.5,88.89923226579441
46,532,283.0,40.5,0.3972674631208767
47,532,248.0,41.1,1.3112557386158932
48,207,532.0,31.0,383.2974216377367
49,207,532.0,36.0,354.9427049573336
50,207,644.0,39.5,0.8639017506081299
51,207,646.0,40.0,0.15250210077013557
52,207,646.0,45.0,0.09045967348046188
53,207,381.0,22.6,560.9626498894221
54,207,283.0,26.9,593.8494420777591
55,207,520.0,29.7,562.573466891919
56,471,207.0,26.8,645.7640761825849
57,471,207.0,31.8,646.682345718473
58,471,207.0,36.8,522.8667928506959
59,471,207.0,41.8,1.165604278304557
60,471,383.0,46.3,0.5025612874409268
61,471,383.0,51.3,0.3384317173888834
62,471,458.0,24.7,912.460594235659
63,478,471.0,25.4,585.8005359290288
64,478,471.0,30.4,49.11657254238298
65,478,471.0,35.4,50.15183230137528
66,478,471.0,40.4,0.5857207759668828
67,478,471.0,45.4,0.5533931660409974
68,478,471.0,50.4,0.5948582147230258
69,478,471.0,55.4,inf
70,507,478.0,28.8,72.11921160992237
71,507,478.0,33.8,171.405722997354
72,507,478.0,38.8,677.5170222672647
73,507,478.0,43.8,2.5657629560469273
74,507,478.0,48.8,2.56704807653086
75,507,478.0,53.8,2.117506802029035
76,507,543.0,58.2,inf
77,542,507.0,31.4,613.6433219762962
78,542,507.0,36.4,494.4269285075021
79,542,507.0,41.4,0.2238042157473164
80,542,507.0,46.4,0.2864868906871986
81,542,507.0,51.4,0.21930722884964457
82,542,358.0,52.6,0.8680063996407863
83,542,358.0,57.6,inf
84,616,542.0,36.8,563.7199461550472
85,616,581.0,37.9,121.30699208284021
86,616,539.0,41.1,3.1234716643833798
87,616,539.0,46.1,2.437632647725175
88,616,539.0,51.1,1.0920839581442774
89,616,539.0,56.1,0.6177696821806705
90,616,600.0,41.3,3.9255467494910294
91,346,283.0,41.1,4.584766094515633
92,260,346.0,17.2,39.723548491641104
93,260,346.0,22.2,291.5694507390989
94,260,346.0,27.2,73.7588174301472
95,260,346.0,32.2,74.63307840737319
96,260,346.0,37.2,312.4836086323246
97,260,346.0,42.2,0.25962402788895306
98,260,346.0,47.2,0.18347733103227065
99,374,260.0,17.8,62.055693964478095
100,374,260.0,22.8,288.24830204610805
101,374,260.0,27.8,65.97570305049099
102,374,260.0,32.8,68.10361511992954
103,374,260.0,37.8,379.6896352356435
104,374,260.0,42.8,0.18011448192418544
105,374,260.0,47.8,0.1769799472856863
106,383,374.0,18.3,102.27005942721738
107,383,374.0,23.3,241.08064735564307
108,383,374.0,28.3,241.7352428104854
109,383,374.0,33.3,262.8675220585035
110,383,374.0,38.3,203.3123483702671
111,383,374.0,43.3,2.5604889697635413
112,383,207.0,46.3,0.32669405955539726
113,383,207.0,51.3,0.0341594415949283
114,266,383.0,35.8,486.3239072280064
115,266,383.0,40.8,0.2320551140003794
116,266,383.0,45.8,0.26899217341415926
117,266,374.0,46.3,1.5959721590188327
118,266,374.0,51.3,0.8089337461478946
119,431,266.0,35.8,45.9770631814464
120,431,266.0,40.8,0.8233102401149165
121,431,266.0,45.8,0.9972863656630417
122,431,266.0,50.8,0.7221279136104632
123,431,266.0,55.8,0.27783786756312984
124,431,383.0,21.9,161.6559075514632
125,431,383.0,26.9,649.9838320007083
126,431,383.0,31.9,675.6200944159906
127,462,431.0,33.2,148.7580897771705
128,462,431.0,38.2,609.744015970527
129,462,431.0,43.2,1.061746740186382
130,462,431.0,48.2,0.4290571403819362
131,462,431.0,53.2,0.04833533197595176
132,462,377.0,24.4,826.030966407607
133,462,377.0,29.4,777.8938966406135
134,466,462.0,33.2,163.68153631164574
135,466,462.0,38.2,629.3683091226286
136,466,462.0,43.2,0.9684949202635699
137,466,462.0,48.2,0.3284755829658793
138,466,462.0,53.2,0.13015075278624583
139,466,462.0,58.2,inf
140,466,431.0,24.6,810.0994149045586
141,466,431.0,29.6,763.4325644452833
142,513,466.0,37.5,624.1252080436687
143,513,466.0,42.5,0.7378892093344438
144,513,466.0,47.5,0.21131864234593875
145,513,466.0,52.5,0.2039716862223229
146,513,466.0,57.5,0.2871402426474094
